term_status,section,title,instructor,schedule,term
25SOpen,STAT 5352.001,Probability and Statistics II  (3 Semester Credit Hours),Noirrit Chandra,Monday & Wednesday 2:30pm - 3:45pm AD 2.216,25s
25SOpen,STAT 5353.001,Probability and Statistics for Data Science and Bioinformatics  (3 Semester Credit Hours),Qiwei Li,Monday & Wednesday 8:30am - 9:45am FO 1.502,25s
25SOpen,STAT 6313.001,Statistical Methods for Data Science  (3 Semester Credit Hours),Xiwei Tang,Tuesday & Thursday 10:00am - 11:15am ECSS 2.305,25s
25SOpen,STAT 6338.001,Advanced Statistical Methods II  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 2:30pm - 3:45pm FN 2.214,25s
25SOpen,STAT 6339.001,Linear Statistical Models  (3 Semester Credit Hours),Chuan-Fa Tang,Tuesday & Thursday 11:30am - 12:45pm FN 2.204,25s
25SOpen,STAT 6348.001,Applied Multivariate Analysis  (3 Semester Credit Hours),Noirrit Chandra,Monday & Wednesday 11:30am - 12:45pm SLC 1.202,25s
25SOpen,STAT 7339.001,Advanced Regression Modeling  (3 Semester Credit Hours),Jiayi Wang,Tuesday & Thursday 4:00pm - 5:15pm GR 4.204,25s
25FOpen,STAT 5304.001,Introduction to Human Health Research  (3 Semester Credit Hours),Rui Miao,Tuesday & Thursday 10:00am - 11:15am SLC 2.202,25f
25FOpen,STAT 5305.001,Informatics and Programming for Biomedical Sciences  (3 Semester Credit Hours),Hyunwoong Chang,Tuesday & Thursday 1:00pm - 2:15pm SLC 1.202,25f
25FOpen,STAT 5351.001,Probability and Statistics I  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 2:30pm - 3:45pm SCI 2.235,25f
25FOpen,STAT 6313.001,Statistical Methods for Data Science  (3 Semester Credit Hours),Xiwei Tang,Tuesday & Thursday 10:00am - 11:15am ECSS 2.415,25f
25FOpen,STAT 6331.001,Statistical Inference I  (3 Semester Credit Hours),Sam Efromovich,Monday & Wednesday 11:30am - 12:45pm GR 4.204,25f
25FOpen,STAT 6337.001,Advanced Statistical Methods I  (3 Semester Credit Hours),Swati Biswas,Tuesday & Thursday 11:30am - 12:45pm FO 2.208,25f
25FOpen,STAT 6340.001,Statistical and Machine Learning  (3 Semester Credit Hours),Pankaj Choudhary,Monday & Wednesday 10:00am - 11:15am FN 2.214,25f
25FOpen,STAT 6341.001,Numerical Linear Algebra and Statistical Computing  (3 Semester Credit Hours),Yun Wei,Monday & Wednesday 4:00pm - 5:15pm FN 2.106,25f
25FOpen,STAT 6342.001,Deep Learning  (3 Semester Credit Hours),Xiwei Tang,Tuesday & Thursday 2:30pm - 3:45pm AD 3.218,25f
25FOpen,STAT 6344.001,Probability Theory I  (3 Semester Credit Hours),Nan Wu,Monday & Wednesday 2:30pm - 3:45pm GR 4.204,25f
25FOpen,STAT 7330.001,Bayesian Data Analysis  (3 Semester Credit Hours),Qiwei Li,Monday & Wednesday 8:30am - 9:45am FN 2.302,25f
26SOpen,STAT 5304.001,Introduction to Human Health Research  (3 Semester Credit Hours),Rui Miao,Tuesday & Thursday 10:00am - 11:15am FN 2.204,26s
26SOpen,STAT 5305.001,Informatics and Programming for Biomedical Sciences  (3 Semester Credit Hours),Hyunwoong Chang,Tuesday & Thursday 4:00pm - 5:15pm FO 2.702,26s
26SOpen,STAT 5352.001,Probability and Statistics II  (3 Semester Credit Hours),Noirrit Chandra,Monday & Wednesday 2:30pm - 3:45pm FO 3.616,26s
26SOpen,STAT 5353.001,Probability and Statistics for Data Science and Bioinformatics  (3 Semester Credit Hours),Qiwei Li,Monday & Wednesday 8:30am - 9:45am SCI 2.210,26s
26SOpen,STAT 6305.001,Biostatistics and Epidemiology  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 1:00pm - 2:15pm SLC 2.202,26s
26SOpen,STAT 6306.001,Artificial Intelligence for Human Health with Lab  (3 Semester Credit Hours),Jiayi Wang,Tuesday & Thursday 2:30pm - 3:45pm SLC 2.202,26s
26SOpen,STAT 6313.001,Statistical Methods for Data Science  (3 Semester Credit Hours),Xiwei Tang,Tuesday & Thursday 10:00am - 11:15am GR 4.301,26s
26SOpen,STAT 6332.001,Statistical Inference II  (3 Semester Credit Hours),Sam Efromovich,Monday & Wednesday 2:30pm - 3:45pm FO 3.222,26s
26SOpen,STAT 6338.001,Advanced Statistical Methods II  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 2:30pm - 3:45pm SLC 1.202,26s
26SOpen,STAT 6339.001,Linear Statistical Models  (3 Semester Credit Hours),Chuan-Fa Tang,Tuesday & Thursday 11:30am - 12:45pm FN 2.204,26s
26SOpen,STAT 6348.001,Applied Multivariate Analysis  (3 Semester Credit Hours),Noirrit Chandra,Monday & Wednesday 11:30am - 12:45pm FO 3.222,26s
26FOpen,STAT 5304.501,Introduction to Human Health Research  (3 Semester Credit Hours),Rui Miao,Tuesday & Thursday 5:30pm - 6:45pm SLC 2.203,26f
26FOpen,STAT 5305.001,Informatics and Programming for Biomedical Sciences  (3 Semester Credit Hours),Hyunwoong Chang,Tuesday & Thursday 1:00pm - 2:15pm SLC 1.202,26f
26FOpen,STAT 6305.001,Biostatistics and Epidemiology  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 2:30pm - 3:45pm SLC 2.203,26f
26FOpen,STAT 6306.001,Artificial Intelligence for Human Health with Lab  (3 Semester Credit Hours),-Staff-,Monday & Wednesday 2:30pm - 3:45pm CB 1.222,26f
26FOpen,STAT 6313.001,Statistical Methods for Data Science  (3 Semester Credit Hours),Min Chen,Tuesday & Thursday 10:00am - 11:15am ECSS 2.415,26f
26FOpen,STAT 6331.001,Statistical Inference I  (3 Semester Credit Hours),Sam Efromovich,Monday & Wednesday 4:00pm - 5:15pm FO 1.502,26f
26FOpen,STAT 6337.001,Advanced Statistical Methods I  (3 Semester Credit Hours),Swati Biswas,Tuesday & Thursday 11:30am - 12:45pm FO 2.702,26f
26FOpen,STAT 6340.001,Statistical and Machine Learning  (3 Semester Credit Hours),Pankaj Choudhary,Tuesday & Thursday 2:30pm - 3:45pm CR 1.202,26f
26FOpen,STAT 6341.001,Numerical Linear Algebra and Statistical Computing  (3 Semester Credit Hours),Yun Wei,Monday & Wednesday 4:00pm - 5:15pm SLC 2.202,26f
26FOpen,STAT 6342.001,Deep Learning  (3 Semester Credit Hours),Xiwei Tang,Tuesday & Thursday 1:00pm - 2:15pm FN 2.106,26f
26FOpen,STAT 6344.001,Probability Theory I  (3 Semester Credit Hours),Nan Wu,Monday & Wednesday 2:30pm - 3:45pm CB 1.219,26f
26FOpen,STAT 7330.001,Bayesian Data Analysis  (3 Semester Credit Hours),Qiwei Li,Monday & Wednesday 8:30am - 9:45am HH 2.706,26f
24SOpen,SYSE 6323.001,Robust Control Systems  (3 Semester Credit Hours),Armin Zare,Monday & Wednesday 2:30pm - 3:45pm ECSW 2.325,24s
24FOpen,SYSE 6325.001,Optimal Estimation and Kalman Filter  - Opt Estimation & Kalman Filtr (3 Semester Credit Hours),Seyed Omid Reza Moheimani,Friday 10:00am - 12:45pm HH 2.706,24f
24FOpen,SYSE 6327.002,Multi-Agent Robotic Systems  - Multi-agent Robotic Systems (3 Semester Credit Hours),Waseem Abbas,Monday & Wednesday 10:00am - 11:15am ML2 1.214,24f
24FOpen,SYSE 6v80.001,Special Topics  - Signal Theory (3 Semester Credit Hours),Aria Nosratinia,Tuesday & Thursday 1:00pm - 2:15pm ECSN 2.112,24f
25SOpen,SYSE 6324.001,Nonlinear Systems  (3 Semester Credit Hours),Armin Zare,Tuesday & Thursday 2:30pm - 3:45pm ECSW 2.325,25s
25SOpen,SYSE 6328.002,Data Science in Digital Health Systems  - Data Science in Digital Health (3 Semester Credit Hours),James Yurkovich,Friday 10:00am - 12:45pm PHY 1.103,25s
25SOpen,SYSE 6v80.002,Special Topics  - Optimal Cntl & Dyn Prog (3 Semester Credit Hours),Tyler Summers,Monday & Wednesday 8:30am - 9:45am ECSW 2.325,25s
25FOpen,SYSE 6327.501,Multi-Agent Robotic Systems  - Multi-agent Robotic Systems (3 Semester Credit Hours),Waseem Abbas,Tuesday & Thursday 5:30pm - 6:45pm SLC 2.202,25f
26SOpen,SYSE 6323.001,Robust Control Systems  (3 Semester Credit Hours),Armin Zare,Friday 10:00am - 12:45pm ECSN 2.110,26s
26SOpen,SYSE 6328.001,Data Science in Digital Health Systems  - Data Science in Digital Health (3 Semester Credit Hours),James Yurkovich,Friday 10:00am - 12:45pm ECSN 2.120,26s
26SOpen,SYSE 6v80.002,Special Topics  - Deep Learning (3 Semester Credit Hours),Aykut Satici,Thursday 4:00pm - 6:45pm ECSN 2.112,26s
24SOpen,SYSM 6302.001,Dynamics of Complex Networks and Systems  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 10:00am - 11:15am SLC 2.302,24s
24SOpen,SYSM 6303.002,Statistics and Data Analysis  (3 Semester Credit Hours),Aysegul Toptal,Monday 1:00pm - 3:45pm JSOM 2.102,24s
24SOpen,SYSM 6303.003,Statistics and Data Analysis  (3 Semester Credit Hours),Khatereh Ahadi,Tuesday 4:00pm - 6:45pm JSOM 2.722,24s
24SFull,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Awanti Sethi,No Meeting Room,24s
24SOpen,SYSM 6303.0w2,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,Thursday 4:00pm - 6:45pm No Meeting Room,24s
24SOpen,SYSM 6303.501,Statistics and Data Analysis  (3 Semester Credit Hours),Shouqiang Wang,Thursday 7:00pm - 9:45pm JSOM 2.803,24s
24SOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 1:00pm - 2:15pm FO 2.404,24s
24SOpen,SYSM 6308.001,Software Maintenance  Evolution  and Re-Engineering  (3 Semester Credit Hours),Shiyi Wei,Monday & Wednesday 8:30am - 9:45am ECSS 2.203,24s
24SOpen,SYSM 6309.001,Advanced Requirements Engineering  (3 Semester Credit Hours),Lawrence Chung,Tuesday & Thursday 11:30am - 12:45pm ECSW 3.250,24s
24SOpen,SYSM 6310.001,Software Testing  Validation and Verification  (3 Semester Credit Hours),Weichen Wong,Friday 10:00am - 12:45pm ECSS 2.415,24s
24SOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 2.801,24s
24SOpen,SYSM 6311.0w1,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Shawn Alborz,No Meeting Room,24s
24SOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Vikram Nanda,Monday 4:00pm - 6:45pm JSOM 2.801,24s
24SFull,SYSM 6312.002,Systems Financial Management  (3 Semester Credit Hours),Amal El-Ashmawi,Monday 1:00pm - 3:45pm JSOM 11.206,24s
24SOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24s
24SFull,SYSM 6313.001,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,Wednesday 4:00pm - 6:45pm JSOM 2.902,24s
24SOpen,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,No Meeting Room,24s
24SFull,SYSM 6313.0w2,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,No Meeting Room,24s
24SFull,SYSM 6313.0w3,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,No Meeting Room,24s
24SOpen,SYSM 6313.501,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,Wednesday 7:00pm - 9:45pm JSOM 2.902,24s
24SOpen,SYSM 6315.501,The Entrepreneurial Experience  (3 Semester Credit Hours),Rajiv Shah,Wednesday 7:00pm - 9:45pm JSOM 2.117,24s
24SOpen,SYSM 6318.001,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Wednesday 4:00pm - 6:45pm JSOM 12.206,24s
24SFull,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,24s
24SOpen,SYSM 6318.0w2,Marketing Management  (3 Semester Credit Hours),Nanda Kumar,No Meeting Room,24s
24SOpen,SYSM 6318.501,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Monday 7:00pm - 9:45pm JSOM 12.214,24s
24SOpen,SYSM 6318.502,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Tuesday 7:00pm - 9:45pm JSOM 12.206,24s
24SOpen,SYSM 6319.001,Business Economics  (3 Semester Credit Hours),Stan Liebowitz,Thursday 4:00pm - 6:45pm JSOM 2.102,24s
24SOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24s
24SFull,SYSM 6329.501,Quality Engineering  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm ECSW 2.325,24s
24SOpen,SYSM 6332.501,Technology and New Product Development  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 11.210,24s
24SOpen,SYSM 6332.502,Technology and New Product Development  (3 Semester Credit Hours),Paul Nichols,Monday 7:00pm - 9:45pm ECSW 3.210,24s
24SOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Agnieszka Olsztynska,Wednesday 10:00am - 12:45pm JSOM 2.901,24s
24SOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,24s
24SOpen,SYSM 6333.0w2,Systems Organizational Behavior  (3 Semester Credit Hours),Agnieszka Olsztynska,Monday 4:00pm - 6:45pm No Meeting Room,24s
24SOpen,SYSM 6333.501,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Tuesday 7:00pm - 9:45pm JSOM 1.217,24s
24SOpen,SYSM 6334.001,Systems Operations Management  (3 Semester Credit Hours),Ganesh Janakiraman,Tuesday 1:00pm - 3:45pm JSOM 1.217,24s
24SOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,24s
24SOpen,SYSM 6334.501,Systems Operations Management  (3 Semester Credit Hours),Neda Mirzaeian,Tuesday 7:00pm - 9:45pm JSOM 2.801,24s
24SOpen,SYSM 6334.5w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,Thursday 7:00pm - 9:45pm No Meeting Room,24s
24SOpen,SYSM 6335.501,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Wednesday 7:00pm - 9:45pm JSOM 2.106,24s
24SOpen,SYSM 6335.502,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Tuesday 7:00pm - 9:45pm ECSS 2.203,24s
24SOpen,SYSM 6337.001,Accounting for Managers  (3 Semester Credit Hours),Tae Wook Kim,Wednesday 1:00pm - 3:45pm JSOM 2.801,24s
24SOpen,SYSM 6337.002,Accounting for Managers  (3 Semester Credit Hours),Tae Wook Kim,Monday 1:00pm - 3:45pm JSOM 2.903,24s
24SOpen,SYSM 6337.501,Accounting for Managers  (3 Semester Credit Hours),Tae Wook Kim,Tuesday 7:00pm - 9:45pm JSOM 2.904,24s
24SOpen,SYSM 6v80.001,Special Topics in Systems Engineering and Management  - Functional Safety Systems (3 Semester Credit Hours),Samuel Reynolds,Monday 10:00am - 12:45pm ECSW 4.325,24s
24SOpen,SYSM 6v80.002,Special Topics in Systems Engineering and Management  - Data Science in Digital Health (3 Semester Credit Hours),James Yurkovich,Friday 10:00am - 12:45pm ECSN 2.120,24s
24UOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Monica Brussolo,No Meeting Room,24u
24UOpen,SYSM 6310.0u1,Software Testing  Validation and Verification  (3 Semester Credit Hours),Weichen Wong,Tuesday & Thursday 3:00pm - 5:15pm ECSS 2.311,24u
24UOpen,SYSM 6311.0w1,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Shawn Alborz,No Meeting Room,24u
24UOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24u
24UOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,24u
24UOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24u
24UOpen,SYSM 6332.5u1,Technology and New Product Development  (3 Semester Credit Hours),Paul Nichols,Wednesday 6:00pm - 10:00pm JSOM 12.210,24u
24UOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,24u
24UOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,24u
24UOpen,SYSM 6337.0w1,Accounting for Managers  (3 Semester Credit Hours),Surya Janakiraman,No Meeting Room,24u
24FOpen,SYSM 6301.001,Systems Engineering  Architecture and Design  (3 Semester Credit Hours),Bela Joshi,Monday 10:00am - 12:45pm AD 2.216,24f
24FOpen,SYSM 6303.001,Statistics and Data Analysis  (3 Semester Credit Hours),Awanti Sethi,Wednesday 10:00am - 12:45pm JSOM 1.217,24f
24FOpen,SYSM 6303.002,Statistics and Data Analysis  (3 Semester Credit Hours),Khatereh Ahadi,Monday 1:00pm - 3:45pm JSOM 2.115,24f
24FOpen,SYSM 6303.003,Statistics and Data Analysis  (3 Semester Credit Hours),Shouqiang Wang,Tuesday 1:00pm - 3:45pm JSOM 12.214,24f
24FOpen,SYSM 6303.5w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,Wednesday 7:00pm - 9:45pm No Meeting Room,24f
24FOpen,SYSM 6304.001,Risk and Decision Analysis  (3 Semester Credit Hours),Alain Bensoussan,Tuesday 10:00am - 12:45pm JSOM 2.802,24f
24FOpen,SYSM 6305.003,Optimization Theory and Practice  - Optimization Theory & Practice (3 Semester Credit Hours),Justin Ruths,Tuesday & Thursday 10:00am - 11:15am Blackstone Launchpad,24f
24FOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 1:00pm - 2:15pm FN 2.106,24f
24FOpen,SYSM 6307.001,Linear Systems  (3 Semester Credit Hours),Stephen Yurkovich,Monday & Wednesday 8:30am - 9:45am ECSN 2.112,24f
24FOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 2.103,24f
24FOpen,SYSM 6311.0w1,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Shawn Alborz,No Meeting Room,24f
24FOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,24f
24FOpen,SYSM 6312.002,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,Thursday 4:00pm - 6:45pm JSOM 2.804,24f
24FFull,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24f
24FOpen,SYSM 6313.001,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,Wednesday 4:00pm - 6:45pm JSOM 2.902,24f
24FOpen,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,No Meeting Room,24f
24FOpen,SYSM 6313.0w2,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,24f
24FOpen,SYSM 6313.0w3,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Laurie Ziegler,No Meeting Room,24f
24FOpen,SYSM 6316.501,Corporate Innovation and Entrepreneurship  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 2.102,24f
24FOpen,SYSM 6318.001,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Thursday 1:00pm - 3:45pm JSOM 12.202,24f
24FOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,24f
24FOpen,SYSM 6318.0w2,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,24f
24FFull,SYSM 6318.0w3,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,24f
24FOpen,SYSM 6318.0w5,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,24f
24FOpen,SYSM 6318.501,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Tuesday 7:00pm - 9:45pm JSOM 2.902,24f
24FOpen,SYSM 6318.5w1,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Monday 7:00pm - 9:45pm No Meeting Room,24f
24FOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24f
24FOpen,SYSM 6319.501,Business Economics  (3 Semester Credit Hours),Peter Lewin,Monday 7:00pm - 9:45pm JSOM 2.802,24f
24FOpen,SYSM 6320.501,Strategic Leadership  (3 Semester Credit Hours),Gregory Dess,Monday 7:00pm - 9:45pm JSOM 2.714,24f
24FOpen,SYSM 6326.501,Systems Lifecycle Cost Analysis  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm ECSW 2.325,24f
24FOpen,SYSM 6332.001,Technology and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Tuesday 4:00pm - 6:45pm JSOM 12.206,24f
24FOpen,SYSM 6332.0w1,Technology and New Product Development  (3 Semester Credit Hours),Rajiv Shah,No Meeting Room,24f
24FOpen,SYSM 6332.501,Technology and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Tuesday 7:00pm - 9:45pm JSOM 2.107,24f
24FOpen,SYSM 6332.502,Technology and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Monday 7:00pm - 9:45pm JSOM 2.902,24f
24FOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Monday 10:00am - 12:45pm JSOM 2.103,24f
24FOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,24f
24FOpen,SYSM 6333.0w2,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,Monday 4:00pm - 6:45pm No Meeting Room,24f
24FOpen,SYSM 6333.501,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Tuesday 7:00pm - 9:45pm JSOM 12.202,24f
24FOpen,SYSM 6334.001,Systems Operations Management  (3 Semester Credit Hours),Ganesh Janakiraman,Wednesday 10:00am - 12:45pm JSOM 11.202,24f
24FOpen,SYSM 6334.002,Systems Operations Management  (3 Semester Credit Hours),Guihua Wang,Thursday 1:00pm - 3:45pm JSOM 1.217,24f
24FOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,24f
24FOpen,SYSM 6334.501,Systems Operations Management  (3 Semester Credit Hours),Neda Mirzaeian,Monday 7:00pm - 9:45pm JSOM 2.901,24f
24FOpen,SYSM 6335.501,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Tuesday 7:00pm - 9:45pm JSOM 1.107,24f
24FOpen,SYSM 6335.502,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Thursday 7:00pm - 9:45pm JSOM 12.210,24f
24FOpen,SYSM 6337.002,Accounting for Managers  (3 Semester Credit Hours),Ningzhong Li,Tuesday 10:00am - 12:45pm JSOM 1.212,24f
24FOpen,SYSM 6337.501,Accounting for Managers  (3 Semester Credit Hours),Ningzhong Li,Wednesday 7:00pm - 9:45pm JSOM 11.202,24f
24FOpen,SYSM 6338.001,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 4:00pm - 6:45pm JSOM 1.217,24f
24FOpen,SYSM 6338.002,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Monday 10:00am - 12:45pm JSOM 2.717,24f
24FOpen,SYSM 6338.004,Database Foundations for Analytics  (3 Semester Credit Hours),Lidong Wu,Thursday 1:00pm - 3:45pm JSOM 12.214,24f
24FOpen,SYSM 6338.006,Database Foundations for Analytics  (3 Semester Credit Hours),Lidong Wu,Wednesday 1:00pm - 3:45pm JSOM 2.103,24f
24FOpen,SYSM 6338.007,Database Foundations for Analytics  (3 Semester Credit Hours),Thiru Pandian,Friday 1:00pm - 3:45pm SOM 1.102,24f
24FOpen,SYSM 6338.008,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Friday 10:00am - 12:45pm JSOM 1.217,24f
24FOpen,SYSM 6338.009,Database Foundations for Analytics  (3 Semester Credit Hours),Huseyin Cavusoglu,Monday 1:00pm - 3:45pm JSOM 12.210,24f
24FOpen,SYSM 6338.0w1,Database Foundations for Analytics  (3 Semester Credit Hours),Huseyin Cavusoglu,No Meeting Room,24f
24FOpen,SYSM 6338.501,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Monday 7:00pm - 9:45pm JSOM 2.115,24f
25SOpen,SYSM 6302.001,Dynamics of Complex Networks and Systems  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 10:00am - 11:15am AD 2.216,25s
25SOpen,SYSM 6303.001,Statistics and Data Analysis  (3 Semester Credit Hours),Khatereh Ahadi,Thursday 4:00pm - 6:45pm JSOM 2.115,25s
25SOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,25s
25SOpen,SYSM 6303.501,Statistics and Data Analysis  (3 Semester Credit Hours),Shouqiang Wang,Monday 7:00pm - 9:45pm JSOM 1.117,25s
25SOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Waseem Abbas,Monday & Wednesday 1:00pm - 2:15pm SLC 2.302,25s
25SOpen,SYSM 6308.001,Software Maintenance  Evolution  and Re-Engineering  (3 Semester Credit Hours),Shiyi Wei,Monday & Wednesday 8:30am - 9:45am ECSS 2.203,25s
25SOpen,SYSM 6310.001,Software Testing  Validation and Verification  (3 Semester Credit Hours),Mehra Nouroz Borazjany,Tuesday & Thursday 2:30pm - 3:45pm ECSS 2.306,25s
25SOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 2.801,25s
25SOpen,SYSM 6311.0w1,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Shawn Alborz,No Meeting Room,25s
25SOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Vikram Nanda,Wednesday 4:00pm - 6:45pm JSOM 12.202,25s
25SOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25s
25SOpen,SYSM 6313.001,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Wednesday 4:00pm - 6:45pm JSOM 2.902,25s
25SFull,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,25s
25SOpen,SYSM 6313.502,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Tuesday 7:00pm - 9:45pm JSOM 2.117,25s
25SOpen,SYSM 6315.501,The Corporate Entrepreneurial Experience  (3 Semester Credit Hours),Rajiv Shah,Wednesday 7:00pm - 9:45pm JSOM 1.110,25s
25SOpen,SYSM 6318.001,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Wednesday 4:00pm - 6:45pm JSOM 12.206,25s
